Rg(e1972,e3750) 1
Ra(e373,e2923) -1
ML(e133,e845) -1
ML(e5903,e446) -1
Ra(e2037,e654) 1
B(e1094,e33) -1
Ra(e456,e201) 1
ML(e338,e634) -1
B(e2692,e154) 1
E(e2834,e2442) -1
E(e1004,e5392) -1
Rg(e5835,e2749) 1
Rg(e635,e64) -1
ML(e81,e6687) -1
Ra(e363,e5386) 1
Q(e19,e598) 1
ML(e133,e2874) -1
E(e2890,e2731) -1
Q(e266,e1934) 1
ML(e210,e2175) -1
E(e2044,e1920) -1
E(e558,e175) -1
E(e5807,e109) -1
Rg(e4984,e1335) 1
ML(e1535,e323) -1
Rg(e1219,e1219) -1
Ra(e471,e1349) -1
Q(e5048,e4130) -1
Ra(e857,e6563) 1
Rg(e212,e986) 1
Rg(e2857,e189) -1
Rg(e3835,e2068) -1
ML(e4436,e4701) -1
Rg(e2073,e109) -1
Q(e1243,e851) -1
E(e1162,e1431) 1
Rg(e882,e635) 1
Ra(e547,e2117) 1
Ra(e105,e709) 1
Ra(e1584,e187) -1
Rg(e2379,e266) -1
B(e499,e834) -1
Ra(e4687,e4990) 1
B(e485,e1633) -1
Rg(e730,e368) 1
B(e443,e844) 1
ML(e514,e6662) -1
Ra(e266,e5287) -1
Rg(e2418,e2418) -1
Q(e1239,e5543) 1
Ra(e711,e4062) 1
Ra(e298,e1949) 1
ML(e28,e1900) -1
Q(e1117,e1250) 1
E(e1116,e1494) -1
ML(e1472,e3494) -1
E(e3043,e472) -1
Rg(e6388,e421) -1
Rg(e5143,e5143) -1
Rg(e1920,e704) 1
Rg(e1984,e711) 1
E(e1825,e399) -1
Q(e5206,e5823) -1
B(e330,e4608) 1
Ra(e658,e5195) 1
ML(e3997,e1431) -1
E(e185,e2077) -1
Rg(e225,e443) 1
Ra(e326,e4907) -1
ML(e514,e2694) -1
E(e105,e5344) -1
ML(e758,e2909) -1
Ra(e2780,e941) 1
Ra(e3681,e834) 1
E(e415,e2086) -1
Ra(e2737,e5072) 1
Q(e4069,e1818) 1
Rg(e2225,e413) 1
Rg(e700,e1450) 1
B(e1957,e219) 1
B(e806,e2001) -1
Rg(e2301,e1592) 1
Q(e1245,e833) -1
E(e2550,e472) -1
Rg(e502,e445) 1
ML(e81,e6075) -1
B(e5148,e1474) 1
ML(e148,e610) -1
Rg(e1239,e130) 1
B(e2817,e855) 1
Iw(e1157,e4841) -1
E(e1941,e4357) -1
Rg(e1920,e2353) 1
Rg(e2134,e2345) 1
Rg(e723,e5788) 1
ML(e933,e505) -1
Ra(e4447,e3729) 1
Ra(e3621,e5217) 1
B(e433,e31) 1
E(e472,e1428) -1
Q(e844,e1660) 1
Ra(e1214,e2329) 1
ML(e841,e1053) -1
ML(e1624,e537) -1
Rg(e658,e149) 1
Ra(e2210,e2574) 1
E(e1891,e757) -1
Ra(e743,e2155) 1
Rg(e2909,e1891) 1
ML(e181,e1169) -1
Rg(e953,e2105) -1
Ra(e5688,e1962) 1
Rg(e2447,e1774) 1
Rg(e884,e325) 1
E(e1746,e1016) -1
Rg(e5929,e1196) 1
ML(e1443,e2177) -1
E(e1938,e705) -1
ML(e357,e2253) -1
Ra(e3212,e402) 1
B(e52,e999) 1
ML(e24,e3286) -1
E(e2582,e446) -1
B(e3383,e1323) 1
Q(e3381,e1948) -1
Rg(e749,e5013) 1
Rg(e1118,e874) 1
Q(e1829,e1687) 1
E(e1542,e698) -1
E(e2710,e1159) -1
B(e3043,e115) -1
Rg(e154,e1211) 1
Q(e1773,e1454) 1
E(e4262,e4466) -1
Q(e52,e4212) 1
E(e1426,e443) -1
Rg(e5792,e4684) 1
ML(e81,e5018) -1
E(e857,e189) -1
E(e3006,e939) -1
Ra(e2134,e4503) 1
E(e1032,e837) -1
ML(e737,e3062) -1
Rg(e58,e1773) 1
B(e3968,e2138) 1
Rg(e240,e1688) -1
E(e216,e1402) -1
E(e853,e4899) -1
Rg(e3476,e2399) 1
Ra(e2038,e1934) 1
E(e1287,e663) -1
ML(e81,e651) -1
Ra(e3775,e2703) -1
Ra(e4056,e225) 1
Rg(e2987,e5389) -1
Q(e1887,e4964) 1
E(e4829,e1147) -1
Ra(e603,e2609) 1
Rg(e2520,e537) -1
Ra(e2135,e38) 1
ML(e4124,e572) -1
Rg(e363,e1558) 1
Rg(e3174,e4573) 1
E(e1841,e1886) 1
B(e58,e4000) 1
ML(e148,e479) -1
Rg(e1003,e419) 1
Rg(e3685,e175) 1
Ra(e189,e2004) 1
B(e6884,e7) -1
Q(e2197,e3846) 1
Rg(e4668,e1561) -1
Q(e2778,e2778) -1
E(e363,e1205) -1
B(e2024,e2064) 1
ML(e1281,e2441) -1
Rg(e27,e1662) 1
Ra(e2744,e175) -1
ML(e94,e1913) -1
Ra(e2352,e844) -1
B(e1228,e2054) 1
Rg(e845,e654) 1
E(e4942,e2028) 1
Q(e1250,e397) 1
Q(e860,e1920) 1
Rg(e1039,e658) 1
ML(e3964,e51) -1
Ra(e1676,e6382) 1
Ra(e0,e3689) -1
Iw(e129,e770) -1
Q(e1641,e1138) 1
ML(e1363,e3232) -1
E(e929,e1835) -1
Ra(e118,e3324) -1
E(e1829,e1891) -1
Ra(e2174,e3000) 1
ML(e143,e3628) -1
Q(e4755,e4668) 1
E(e3873,e2895) -1
E(e1688,e299) -1
Rg(e4641,e118) 1
E(e3129,e3129) -1
Rg(e57,e1286) 1
Q(e1037,e219) 1
ML(e933,e2852) -1
E(e1308,e3718) -1
E(e795,e1161) -1
E(e622,e149) -1
Rg(e1797,e705) 1
Rg(e2943,e427) -1
Rg(e3448,e1721) 1
Rg(e2703,e237) 1
Q(e2966,e2580) -1
Rg(e4478,e4269) 1
Ra(e1250,e1426) 1
Q(e2247,e5068) 1
ML(e915,e31) -1
ML(e933,e823) -1
Q(e166,e2258) 1
Ra(e1934,e717) 1
Ra(e2817,e2599) 1
ML(e148,e304) -1
Rg(e2441,e5435) 1
ML(e331,e1934) -1
ML(e143,e2188) -1
Q(e166,e2176) 1
E(e2348,e635) -1
Rg(e105,e1158) 1
Rg(e3299,e1082) 1
Ra(e2724,e1563) 1
ML(e5283,e175) -1
B(e472,e2778) 1
E(e1888,e988) -1
Iw(e1988,e748) -1
Ra(e1064,e1774) 1
ML(e133,e2174) -1
Ra(e722,e2117) 1
Rg(e334,e3106) -1
E(e58,e857) 1
ML(e933,e254) -1
E(e4336,e443) -1
ML(e354,e2635) -1
Ra(e510,e4313) 1
Ra(e139,e4100) 1
Rg(e4079,e245) 1
E(e5321,e651) -1
B(e3029,e4923) 1
Q(e711,e166) 1
B(e1209,e2922) -1
E(e4796,e5612) -1
Q(e4088,e720) 1
Q(e1428,e3808) -1
Ra(e519,e146) 1
E(e62,e472) 1
Q(e386,e1173) 1
ML(e5595,e175) -1
Ra(e272,e5328) -1
E(e2625,e2844) -1
Q(e928,e31) -1
ML(e338,e1808) -1
E(e1809,e1347) -1
Q(e3202,e2430) 1
Ra(e2987,e4245) 1
Ra(e2857,e58) 1
B(e123,e1014) -1
E(e4057,e443) -1
ML(e514,e0) -1
Rg(e562,e928) 1
Q(e1920,e457) 1
ML(e1624,e159) -1
Q(e443,e1091) -1
Q(e243,e635) 1
ML(e81,e3674) -1
B(e4674,e219) 1
Rg(e6616,e62) 1
ML(e28,e1794) -1
Ra(e189,e3711) 1
Ra(e1934,e2665) 1
ML(e5332,e1037) -1
Ra(e3913,e1042) 1
Ra(e6137,e2866) 1
Rg(e386,e274) 1
Rg(e2438,e443) 1
Rg(e1805,e47) -1
E(e1323,e219) -1
ML(e4539,e844) -1
E(e1094,e166) -1
Ra(e2581,e6734) -1
E(e472,e422) -1
Q(e1204,e1204) -1
B(e556,e114) 1
E(e201,e1195) 1
E(e2954,e3503) -1
Rg(e749,e3944) 1
E(e550,e3846) -1
Rg(e1676,e272) 1
Q(e2343,e389) 1
ML(e357,e2532) -1
Rg(e880,e1364) 1
Rg(e38,e860) 1
Q(e937,e387) 1
ML(e86,e2474) -1
Rg(e57,e1383) 1
An(e6176,e2350) -1
Q(e946,e1138) 1
Ra(e4794,e2703) 1
E(e1865,e7) -1
E(e1213,e622) -1
B(e298,e272) 1
E(e298,e189) 1
E(e2086,e2415) -1
Rg(e495,e459) -1
Rg(e2726,e2726) -1
ML(e133,e3522) -1
Q(e2069,e2363) -1
E(e979,e3051) -1
Ra(e2228,e2138) 1
Rg(e2247,e1053) 1
Rg(e4919,e2973) 1
E(e62,e60) -1
Rg(e2770,e2563) -1
B(e1082,e38) 1
Rg(e330,e820) 1
Ra(e1781,e2368) 1
Ra(e4696,e3876) 1
ML(e4434,e4069) -1
Ra(e118,e446) 1
Ra(e244,e2453) 1
ML(e81,e5050) -1
Iw(e2572,e4254) -1
Rg(e826,e604) 1
Ra(e2235,e596) 1
E(e4275,e2775) -1
Ra(e1466,e1647) 1
Q(e2130,e3979) -1
Q(e3286,e166) 1
Q(e2613,e3317) 1
ML(e933,e1239) -1
Rg(e1032,e259) 1
Rg(e2881,e562) -1
Rg(e622,e261) 1
Rg(e2520,e3468) -1
Rg(e784,e2796) 1
ML(e1190,e1853) -1
Ra(e3516,e536) -1
ML(e86,e274) -1
B(e510,e274) 1
E(e909,e446) 1
Rg(e2024,e3886) 1
Ra(e3023,e4560) 1
B(e1633,e6548) 1
Rg(e3033,e450) -1
ML(e24,e1229) -1
ML(e28,e776) -1
Rg(e495,e212) 1
Rg(e3361,e2796) -1
ML(e4994,e1483) -1
Rg(e2947,e5541) -1
Rg(e860,e1454) 1
E(e311,e4701) -1
ML(e1359,e370) -1
E(e1037,e31) -1
B(e653,e201) -1
E(e1100,e495) -1
B(e2581,e1750) 1
B(e2076,e2565) 1
Rg(e2755,e60) -1
ML(e2853,e1454) -1
ML(e2695,e427) -1
E(e472,e1393) 1
Rg(e1032,e184) 1
ML(e1651,e266) -1
Q(e248,e2276) -1
Ra(e2817,e702) 1
Rg(e2113,e1874) 1
Ra(e5819,e1146) -1
Rg(e479,e1082) 1
Ra(e353,e1841) 1
ML(e933,e1466) -1
ML(e3233,e286) -1
E(e4717,e3813) -1
Rg(e47,e38) 1
Rg(e660,e400) 1
E(e472,e880) -1
E(e2325,e219) -1
Ra(e47,e2045) 1
Ra(e855,e333) 1
E(e1083,e1243) -1
E(e1315,e622) 1
ML(e143,e502) -1
Q(e2235,e3865) 1
Q(e4446,e1733) 1
Q(e419,e2731) 1
E(e2447,e258) -1
E(e3813,e3813) -1
Rg(e1162,e1260) 1
Rg(e651,e4484) 1
Rg(e2112,e1711) 1
Rg(e1195,e978) 1
B(e1746,e2310) 1
ML(e1248,e6048) -1
Rg(e370,e711) 1
Q(e507,e54) 1
E(e658,e755) -1
Rg(e1182,e105) 1
B(e480,e5121) 1
ML(e1033,e274) -1
E(e634,e2729) -1
Ra(e2674,e1585) -1
ML(e1363,e1722) 1
Q(e760,e1037) 1
ML(e915,e4007) -1
Q(e942,e2458) 1
E(e60,e1003) 1
Q(e833,e12) 1
Rg(e1086,e3416) 1
E(e1852,e341) -1
Ra(e58,e1579) 1
ML(e947,e1827) -1
Rg(e1927,e588) 1
Q(e1411,e1315) 1
B(e669,e223) 1
Rg(e262,e11) 1
B(e373,e333) 1
E(e272,e5124) -1
ML(e98,e802) -1
Ra(e1553,e3783) -1
Ra(e4670,e4471) 1
ML(e98,e1981) -1
ML(e98,e193) -1
Rg(e857,e1748) 1
Q(e118,e166) 1
E(e39,e5517) -1
Rg(e1835,e1520) -1
B(e1161,e3050) 1
Ra(e1979,e1006) 1
ML(e331,e1558) -1
E(e1418,e2024) -1
ML(e354,e1340) -1
Rg(e711,e2009) 1
Rg(e1558,e130) 1
Rg(e2047,e990) 1
Ra(e2469,e602) 1
Q(e2285,e2285) -1
Rg(e1995,e2038) -1
ML(e81,e1075) -1
Ra(e272,e809) -1
Q(e123,e833) -1
Rg(e1086,e2217) -1
ML(e947,e6272) -1
B(e4899,e1588) 1
Ra(e4256,e3033) 1
Ra(e2775,e937) 1
E(e892,e705) -1
ML(e354,e1235) -1
Rg(e1885,e834) 1
Rg(e40,e0) -1
Ra(e608,e1377) 1
Q(e4052,e3913) 1
E(e608,e154) -1
Rg(e443,e3481) -1
Rg(e802,e1609) 1
E(e222,e1388) -1
ML(e24,e2726) -1
E(e17,e17) -1
ML(e28,e1874) -1
B(e499,e1803) 1
Rg(e3499,e1454) 1
ML(e143,e42) -1
Ra(e480,e1774) 1
E(e4062,e651) -1
ML(e94,e2173) -1
ML(e24,e1842) -1
Rg(e17,e1216) 1
ML(e947,e36) -1
ML(e2326,e545) -1
E(e3507,e3076) -1
ML(e1359,e1085) -1
Ra(e132,e598) -1
ML(e933,e291) -1
Ra(e343,e4141) 1
Rg(e5672,e203) 1
Rg(e58,e4612) -1
B(e2045,e261) -1
E(e1888,e472) -1
ML(e841,e1227) -1
Q(e17,e1286) 1
Ra(e3024,e1387) 1
ML(e76,e2176) -1
Rg(e443,e829) 1
Ra(e343,e2583) 1
E(e875,e882) -1
Q(e128,e57) -1
Q(e3231,e499) 1
Q(e3499,e912) -1
Rg(e1466,e3984) 1
Q(e1921,e1252) -1
ML(e24,e2174) -1
ML(e167,e69) -1
B(e446,e1558) -1
Rg(e2121,e785) 1
E(e1174,e1010) -1
ML(e157,e1671) -1
ML(e354,e1950) -1
Iw(e1305,e47) -1
E(e236,e1797) -1
Ra(e941,e6473) -1
Rg(e219,e2102) 1
B(e5618,e779) 1
B(e1751,e298) 1
Ra(e4743,e1103) 1
Rg(e1142,e443) 1
Rg(e2218,e363) -1
Q(e446,e31) 1
E(e1867,e2174) -1
E(e311,e105) -1
Q(e5519,e5519) -1
Q(e867,e867) -1
ML(e133,e1474) -1
ML(e98,e3755) -1
Q(e1776,e1145) -1
E(e60,e651) -1
E(e1935,e3772) -1
ML(e2801,e2258) -1
Q(e2150,e69) 1
ML(e869,e719) -1
Rg(e175,e844) -1
Q(e103,e3084) -1
Rg(e1091,e4103) 1
Q(e4060,e471) -1
B(e4572,e6134) -1
Rg(e72,e2823) -1
Rg(e3285,e5815) 1
ML(e3945,e57) -1
Q(e17,e3660) 1
ML(e659,e60) -1
Q(e444,e485) -1
Rg(e653,e215) 1
ML(e331,e1804) -1
B(e446,e1105) 1
Q(e833,e248) 1
E(e4536,e1722) -1
E(e2505,e0) -1
B(e3074,e3496) -1
Ra(e3132,e3465) 1
Rg(e2431,e1779) 1
Ra(e5021,e4002) 1
Rg(e1354,e91) -1
E(e3747,e1927) -1
Rg(e1774,e1162) 1
ML(e1725,e1010) -1
B(e298,e1710) -1
ML(e1371,e697) -1
Rg(e4978,e457) 1
B(e2258,e1082) 1
Q(e2469,e2138) 1
ML(e4261,e6835) -1
Ra(e602,e1235) 1
Q(e3773,e443) 1
Ra(e290,e1731) 1
Ra(e89,e2483) -1
Rg(e1091,e1159) 1
Ra(e634,e341) 1
B(e3139,e1633) -1
Ra(e1215,e1423) -1
ML(e148,e2987) -1
Ra(e4811,e1633) -1
E(e1411,e3481) -1
Ra(e1985,e261) -1
Q(e6250,e3552) 1
Ra(e4391,e2162) 1
Rg(e1710,e1520) 1
Rg(e363,e5159) 1
B(e4300,e3891) -1
B(e2987,e1950) 1
Rg(e2221,e2233) -1
B(e867,e867) -1
ML(e357,e1517) -1
Ra(e1616,e4768) 1
Q(e1243,e363) 1
B(e1891,e802) -1
Ra(e1513,e5222) 1
Rg(e622,e4595) -1
Ra(e598,e2101) 1
Rg(e1219,e3061) 1
E(e344,e266) -1
Q(e596,e2837) 1
B(e1315,e334) 1
Q(e1411,e2796) 1
B(e4300,e3276) -1
Q(e513,e4704) 1
Rg(e1245,e266) -1
Q(e1278,e2890) 1
Rg(e2073,e1533) -1
B(e4011,e1976) -1
Rg(e3554,e3703) 1
Rg(e1138,e6616) 1
Q(e426,e786) 1
ML(e354,e3208) -1
Q(e4300,e325) 1
Q(e702,e4056) 1
Rg(e443,e243) -1
E(e219,e2174) -1
ML(e2977,e511) -1
B(e47,e57) -1
Rg(e510,e2532) 1
E(e446,e809) -1
Q(e717,e1920) -1
Rg(e2080,e1169) 1
Ra(e3242,e3408) 1
Ra(e238,e3682) 1
E(e261,e3933) -1
Q(e1972,e1835) -1
Rg(e1641,e4047) 1
ML(e2887,e984) -1
Q(e4060,e1138) -1
B(e832,e3115) 1
E(e1418,e2775) -1
Ra(e250,e625) 1
E(e47,e2086) -1
Q(e1575,e658) -1
Iw(e1127,e651) -1
Ra(e3042,e3042) -1
Q(e105,e446) 1
ML(e1572,e2258) -1
Rg(e3465,e2590) 1
Ra(e457,e744) 1
Rg(e243,e582) -1
Ra(e2011,e495) 1
Q(e1454,e189) -1
Ra(e2588,e1969) 1
Q(e2138,e4212) 1
B(e778,e2441) -1
Ra(e1376,e1891) -1
Q(e1138,e2175) 1
ML(e86,e1376) -1
Ra(e154,e419) 1
ML(e1491,e438) -1
Rg(e515,e1677) -1
Rg(e325,e248) 1
B(e1454,e240) -1
E(e4697,e1027) -1
Q(e1842,e3651) 1
Ra(e4585,e2291) -1
Q(e2471,e166) -1
ML(e2950,e397) -1
Rg(e5034,e2804) -1
Rg(e4786,e3863) 1
Rg(e159,e309) 1
Ra(e2391,e4313) -1
Rg(e1466,e2058) -1
ML(e1567,e283) -1
B(e2774,e1005) -1
Q(e3308,e840) -1
Rg(e2737,e188) -1
Rg(e2710,e622) -1
ML(e86,e2028) -1
Rg(e1733,e962) -1
Rg(e5014,e4537) 1
Ra(e3495,e2710) 1
Ra(e89,e1038) 1
ML(e28,e3379) -1
Ra(e651,e471) -1
B(e919,e31) -1
E(e261,e4593) -1
E(e3790,e3790) -1
Ra(e2162,e5603) 1
Rg(e1182,e1887) 1
ML(e514,e750) -1
Q(e3688,e168) 1
Q(e248,e285) 1
Ra(e1920,e2813) 1
E(e3139,e130) -1
ML(e2678,e2080) -1
E(e443,e1978) -1
B(e3102,e999) -1
E(e504,e274) -1
E(e2383,e443) -1
B(e1209,e433) 1
Rg(e5687,e5687) -1
ML(e745,e1432) -1
Q(e1357,e0) -1
Rg(e219,e443) 1
Rg(e3574,e3156) -1
E(e31,e623) -1
Q(e1411,e3787) 1
E(e1891,e1454) 1
ML(e354,e2582) -1
Q(e1805,e833) 1
ML(e788,e919) -1
E(e697,e2755) -1
Q(e711,e2162) 1
Rg(e1579,e1005) 1
Ra(e1944,e459) 1
E(e42,e1082) -1
Ra(e219,e857) -1
Rg(e2694,e0) 1
E(e1448,e62) -1
E(e755,e3697) -1
E(e1155,e1897) -1
Ra(e2352,e4128) 1
Ra(e224,e5204) 1
ML(e841,e2857) -1
Q(e1229,e1195) -1
ML(e5052,e1951) -1
B(e242,e449) 1
Rg(e510,e432) -1
Rg(e1549,e1) 1
Ra(e31,e72) 1
Q(e823,e219) 1
B(e325,e2633) -1
Rg(e2638,e4713) 1
E(e715,e52) -1
Ra(e4396,e3385) -1
E(e3770,e3211) -1
Q(e2932,e438) 1
ML(e4227,e1719) -1
ML(e148,e1068) -1
Q(e5021,e3775) 1
E(e274,e755) -1
Rg(e201,e700) 1
Rg(e446,e159) 1
ML(e148,e472) -1
Ra(e2505,e3295) -1
ML(e3447,e3040) -1
E(e1103,e1155) 1
ML(e3624,e749) -1
Q(e1808,e1808) -1
Q(e1005,e443) 1
ML(e133,e3916) -1
Ra(e2374,e495) -1
B(e3222,e912) 1
E(e1748,e4921) -1
ML(e338,e607) -1
E(e189,e309) 1
Ra(e159,e54) 1
Rg(e1633,e325) -1
Ra(e1508,e1683) 1
Ra(e2,e1714) 1
Q(e588,e1809) 1
Rg(e5596,e5596) -1
An(e331,e338) 2
ML(e4892,e149) -1
E(e1644,e3419) -1
E(e1925,e2866) 2
ML(e1800,e2220) -1
ML(e76,e1809) -1
E(e1648,e443) -1
Ra(e3405,e3405) -1
B(e909,e881) -1
Q(e2817,e845) 1
E(e1530,e2552) -1
Ra(e4062,e376) 1
ML(e81,e1843) -1
Rg(e3898,e1127) -1
B(e1809,e159) -1
ML(e4116,e740) -1
E(e4372,e1699) -1
ML(e86,e281) -1
Rg(e860,e6390) 1
Rg(e1407,e446) -1
E(e375,e1812) -1
Ra(e175,e1688) -1
E(e1194,e443) -1
Iw(e1573,e1290) -1
Ra(e3402,e1905) 1
Ra(e3299,e2774) 1
Rg(e410,e1797) 1
Q(e1508,e2235) 1
B(e39,e1874) -1
Rg(e1466,e2849) 1
ML(e148,e4979) -1
Ra(e1999,e212) 1
Q(e2138,e2) 1
E(e169,e2196) -1
E(e236,e47) -1
ML(e841,e2338) -1
ML(e28,e2176) -1
E(e2327,e386) -1
Rg(e2736,e309) 1
Ra(e325,e1921) 1
ML(e4892,e203) -1
Ra(e2295,e2325) -1
Q(e558,e1155) 1
ML(e904,e1437) -1
Ra(e102,e3956) 1
Q(e1405,e950) -1
ML(e947,e0) -1
B(e3242,e103) 1
Ra(e206,e58) 1
Ra(e6235,e3702) 1
B(e3846,e4988) -1
B(e129,e3520) 1
Q(e502,e1127) 1
Rg(e2130,e1228) 1
ML(e6087,e3366) -1
Rg(e1962,e608) 1
Iw(e354,e2448) -1
Q(e485,e495) 1
An(e2798,e5110) -1
Ra(e515,e130) -1
Q(e2964,e816) 1
Ra(e378,e1229) 1
Q(e326,e3867) 1
B(e1748,e371) 1
ML(e55,e582) -1
Iw(e1469,e1439) -1
ML(e143,e2657) -1
Rg(e274,e2037) -1
E(e1239,e1870) -1
Ra(e3151,e1201) 1
E(e948,e4612) -1
ML(e1491,e1838) -1
B(e480,e2468) 1
ML(e81,e4048) -1
Q(e2012,e245) 1
Q(e5922,e280) 1
ML(e2691,e1437) -1
Rg(e3242,e225) -1
E(e415,e622) -1
Ra(e175,e6473) -1
E(e201,e5566) -1
Q(e2441,e786) 1
E(e433,e1318) -1
E(e4107,e1466) -1
Q(e2445,e2445) -1
Ra(e3041,e0) 1
ML(e354,e3994) -1
Ra(e4819,e696) 1
Ra(e1407,e434) 1
ML(e148,e3696) -1
Q(e189,e1919) -1
ML(e24,e927) -1
Ra(e2817,e1588) 1
E(e827,e1981) -1
Q(e802,e867) -1
E(e375,e3015) -1
ML(e28,e640) -1
ML(e1754,e2784) -1
B(e705,e2817) 1
Q(e912,e5026) 1
B(e1418,e438) -1
Ra(e389,e12) 1
Q(e4051,e2140) 1
Rg(e1362,e3531) 1
Rg(e755,e459) -1
ML(e947,e146) -1
ML(e3562,e700) -1
ML(e81,e3778) -1
ML(e611,e7) -1
Q(e248,e334) 1
Q(e2483,e1037) -1
Q(e1779,e1486) -1
Rg(e1934,e31) -1
E(e675,e855) -1
Rg(e3695,e266) 1
Rg(e4835,e495) 1
Q(e1159,e238) 1
B(e2175,e2367) 1
E(e802,e4503) 1
Rg(e266,e809) 1
Ra(e999,e52) 1
Rg(e711,e1065) 1
E(e375,e1315) -1
E(e77,e5442) -1
ML(e181,e1999) -1
ML(e737,e937) -1
E(e1194,e1494) -1
Iw(e1322,e947) -1
B(e1827,e1597) 1
ML(e1538,e437) -1
ML(e354,e261) -1
ML(e133,e547) -1
B(e2505,e1927) 1
ML(e81,e2857) -1
Q(e140,e3508) 1
ML(e1305,e1437) -1
ML(e133,e398) -1
Ra(e446,e1487) 1
E(e2945,e2575) -1
Q(e3298,e2443) 1
Q(e2844,e36) 1
ML(e2798,e867) -1
Rg(e343,e2969) 1
E(e1185,e219) -1
Q(e2172,e3457) 1
E(e298,e1699) -1
ML(e6636,e366) -1
Rg(e83,e83) -1
ML(e24,e1286) -1
ML(e1472,e255) -1
Rg(e4115,e3408) 1
ML(e143,e574) -1
B(e1575,e2162) 1
B(e510,e1809) -1
Rg(e410,e2905) -1
Rg(e6007,e4115) 1
ML(e133,e3906) -1
B(e937,e3844) 1
Iw(e54,e159) -1
Iw(e1157,e3108) -1
Rg(e439,e3594) 1
ML(e3425,e4697) -1
Rg(e48,e1743) 1
B(e3283,e1891) -1
B(e412,e1984) 1
B(e1470,e1155) 1
Ra(e299,e3438) 1
ML(e331,e1811) -1
Rg(e472,e3678) 1
E(e5518,e2644) -1
Ra(e736,e89) 1
E(e844,e139) -1
Q(e575,e39) -1
Q(e4393,e286) 1
Rg(e912,e2728) -1
An(e6851,e5545) -1
E(e142,e622) -1
Rg(e334,e3865) -1
Q(e1037,e3174) 1
Ra(e825,e1111) -1
Rg(e889,e3885) 1
Ra(e4357,e5133) 1
ML(e143,e2694) -1
E(e287,e102) -1
ML(e5157,e3155) -1
Ra(e3010,e3364) 1
Q(e1229,e2964) 1
Q(e100,e443) 1
ML(e86,e1900) -1
ML(e143,e2841) -1
Rg(e5768,e2162) 1
Iw(e770,e770) -1
ML(e331,e2892) -1
E(e222,e1978) -1
Ra(e2091,e2158) 1
Q(e5917,e1960) 1
Ra(e6785,e2515) 1
Ra(e290,e562) -1
E(e1721,e1466) -1
E(e1640,e298) -1
B(e990,e1633) -1
Q(e2731,e724) 1
E(e4907,e150) -1
Q(e5639,e5639) -1
ML(e409,e166) -1
Ra(e1838,e2483) 1
ML(e5911,e4921) -1
Ra(e1228,e6242) 1
Ra(e443,e2625) -1
E(e344,e5819) -1
Q(e109,e2658) 1
Q(e4387,e1378) 1
Q(e230,e410) -1
ML(e86,e1086) -1
Ra(e2933,e1806) 1
B(e1832,e2543) 1
Rg(e1302,e3516) 1
Ra(e2169,e443) 1
Q(e4608,e3705) 1
Q(e1075,e2890) 1
Q(e1162,e189) 1
Rg(e5899,e3072) 1
Q(e2073,e510) 1
B(e537,e64) 1
E(e4174,e4781) -1
E(e4142,e343) -1
Ra(e853,e2442) 1
Ra(e3697,e539) 1
ML(e933,e6165) -1
Ra(e517,e1588) 1
Ra(e1870,e2038) -1
B(e103,e3494) 1
Q(e1411,e2264) 1
B(e3014,e3064) 1
E(e1418,e193) -1
Ra(e3947,e2235) 1
E(e773,e537) -1
Rg(e711,e1127) 1
Rg(e3862,e2780) 1
Ra(e501,e1805) -1
Rg(e3807,e3745) 1
ML(e2847,e986) -1
ML(e4303,e298) -1
E(e201,e591) 1
E(e186,e1370) -1
B(e1159,e2672) 1
Q(e386,e3051) 1
Ra(e134,e4006) -1
Rg(e2383,e39) 1
Ra(e1064,e160) 1
Rg(e1962,e502) 1
Q(e6250,e2846) 1
E(e472,e5630) -1
ML(e841,e1108) -1
Q(e3588,e1229) 1
ML(e148,e571) -1
Ra(e705,e103) 1
E(e2930,e1295) -1
Rg(e2892,e128) 1
Ra(e2717,e353) 1
ML(e1624,e1688) -1
Rg(e694,e2419) 1
Ra(e2570,e4818) 1
Ra(e4696,e868) -1
Rg(e4764,e1215) 1
Ra(e4989,e5555) 1
ML(e841,e89) 1
B(e150,e4236) 1
Q(e1018,e1505) 1
Q(e1887,e510) 1
Rg(e439,e980) -1
Ra(e495,e907) -1
Rg(e2659,e1970) 1
E(e1343,e443) -1
E(e298,e1719) 1
E(e537,e139) -1
Q(e3128,e1898) -1
ML(e915,e1065) -1
B(e3280,e103) 1
Rg(e2374,e622) -1
Rg(e1969,e5148) -1
ML(e1033,e2186) -1
Rg(e4141,e495) 1
E(e222,e1508) -1
Rg(e6307,e6307) -1
Q(e3763,e410) -1
E(e1227,e495) 1
Q(e255,e2118) 1
E(e43,e1776) -1
Rg(e1812,e1005) 1
Ra(e499,e218) -1
Q(e3546,e800) 1
Rg(e2780,e3408) -1
ML(e4389,e2854) -1
B(e2658,e1782) 1
E(e282,e17) -1
Rg(e4148,e786) 1
Rg(e262,e47) 1
Rg(e3376,e4172) -1
Rg(e2954,e4148) 1
Rg(e1861,e1039) 1
Ra(e2737,e3486) 1
B(e1920,e1749) -1
B(e2045,e419) -1
Rg(e524,e3463) 1
Q(e446,e3662) 1
E(e2024,e966) -1
Rg(e144,e144) -1
Rg(e193,e1173) 1
E(e832,e2871) 1
Rg(e1809,e510) 1
Q(e166,e219) 1
